CustomerIndex,Geography,Gender,Age,AgeGroup,Balance,BalanceStatus,NumOfProducts,IsActiveMember,ActivityStatus,CreditScore,Tenure,EstimatedSalary,ChurnProbability,RiskScore,RiskLevel,CustomerValueScore,CustomerValueSegment,RetentionPriority,RecommendedAction
7581,Germany,Male,42,36-45,176702.36,Positive Balance,2,1,Active,708,9,104804.74,0.02882407,2.882407,Low,9071.75,High Value,Monitor,Standard engagement
7582,Germany,Female,33,26-35,83555.58,Positive Balance,1,0,Inactive,797,10,69767.14,0.17809017,17.809017,Low,3807.0499999999997,Medium Value,Monitor,Standard engagement
7583,France,Male,26,26-35,0.0,Zero Balance,2,0,Inactive,682,8,178373.43,0.010010305,1.0010305000000002,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7584,Spain,Female,39,36-45,0.0,Zero Balance,2,0,Inactive,694,9,99924.04,0.060231213,6.0231213,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7585,France,Female,40,36-45,0.0,Zero Balance,1,1,Active,490,1,49594.19,0.21357892,21.357892,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
7586,Spain,Male,42,36-45,0.0,Zero Balance,1,1,Active,828,10,186071.14,0.24323957,24.323957,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
7587,Spain,Female,38,36-45,96858.35,Positive Balance,1,0,Inactive,594,7,77511.45,0.0930329,9.30329,Low,4244.549999999999,Medium Value,Monitor,Standard engagement
7588,Spain,Male,33,26-35,0.0,Zero Balance,2,1,Active,579,1,54816.57,0.010856951,1.0856951,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7589,France,Female,35,26-35,0.0,Zero Balance,2,1,Active,723,0,61290.99,0.05216491,5.216491,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7590,Germany,Female,42,36-45,132796.04,Positive Balance,3,1,Active,619,8,191821.35,0.9773316,97.73316,Very High,8491.849999999999,High Value,Critical,Priority relationship outreach
7591,Spain,Female,30,26-35,154970.54,Positive Balance,1,1,Active,794,1,156768.45,0.05433901,5.433901,Low,7244.049999999998,High Value,Monitor,Standard engagement
7592,Germany,Male,44,36-45,88902.21,Positive Balance,1,0,Inactive,674,3,73731.32,0.4686732,46.86732,High,3949.85,Medium Value,High,Re-engagement campaign
7593,France,Male,28,26-35,98738.92,Positive Balance,1,0,Inactive,418,7,122190.22,0.17013103,17.013102999999997,Low,4339.049999999999,Medium Value,Monitor,Standard engagement
7594,France,Male,33,26-35,0.0,Zero Balance,2,1,Active,502,8,123509.01,0.006230193,0.6230193,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7595,France,Female,50,46-55,0.0,Zero Balance,1,0,Inactive,678,6,8199.5,0.78250605,78.250605,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
7596,Germany,Male,40,36-45,137456.28,Positive Balance,2,1,Active,599,10,14113.11,0.096336626,9.6336626,Low,7992.3499999999985,High Value,Monitor,Standard engagement
7597,France,Male,29,26-35,0.0,Zero Balance,2,0,Inactive,736,4,51705.01,0.02016296,2.016296,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7598,France,Female,60,56-65,73937.02,Positive Balance,1,0,Inactive,430,7,161937.62,0.9661154,96.61153999999999,Very High,3573.95,Medium Value,High,Re-engagement campaign
7599,France,Female,45,36-45,158621.04,Positive Balance,1,0,Inactive,537,7,120892.96,0.51384145,51.384145000000004,High,7335.049999999999,High Value,Critical,Priority relationship outreach
7600,Spain,Male,30,26-35,113257.2,Positive Balance,1,1,Active,683,1,65035.02,0.06237384,6.237384,Low,5138.450000000001,Medium Value,Monitor,Standard engagement
7601,France,Male,31,26-35,0.0,Zero Balance,1,1,Active,828,9,164257.37,0.09444445,9.444445,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7602,France,Female,29,26-35,116536.43,Positive Balance,1,0,Inactive,691,9,51987.99,0.16554396,16.554396,Low,5337.949999999999,Medium Value,Monitor,Standard engagement
7603,Spain,Female,28,26-35,0.0,Zero Balance,2,0,Inactive,608,4,10899.63,0.033129755,3.3129755,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7604,France,Female,60,56-65,101070.69,Positive Balance,1,0,Inactive,691,6,177355.8,0.90904003,90.904003,Very High,4453.15,Medium Value,High,Re-engagement campaign
7605,Spain,Male,39,36-45,0.0,Zero Balance,2,1,Active,718,6,63889.1,0.020910367,2.0910367,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7606,Germany,Female,31,26-35,127331.46,Positive Balance,3,1,Active,680,3,176433.6,0.8709473,87.09473,Very High,8171.949999999998,High Value,Critical,Priority relationship outreach
7607,Spain,Female,41,36-45,0.0,Zero Balance,2,0,Inactive,838,5,81313.51,0.026578156,2.6578155999999997,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7608,Spain,Female,31,26-35,0.0,Zero Balance,2,1,Active,695,5,13998.88,0.022725651,2.2725651,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7609,France,Male,46,46-55,105969.42,Positive Balance,1,0,Inactive,681,0,5771.56,0.4759529,47.59529,High,4714.25,Medium Value,High,Re-engagement campaign
7610,France,Male,36,36-45,119547.46,Positive Balance,1,1,Active,762,5,42693.65,0.074523404,7.4523404,Low,5508.05,Medium Value,Monitor,Standard engagement
7611,Spain,Male,38,36-45,0.0,Zero Balance,2,0,Inactive,751,7,90839.61,0.024258299,2.4258299,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7612,Spain,Male,28,26-35,138668.18,Positive Balance,1,1,Active,678,5,54144.01,0.073720865,7.3720865,Low,6613.3499999999985,High Value,Monitor,Standard engagement
7613,France,Female,37,36-45,51582.5,Positive Balance,2,1,Active,634,7,184312.88,0.0869458,8.69458,Low,4803.150000000001,Medium Value,Monitor,Standard engagement
7614,France,Male,37,36-45,0.0,Zero Balance,2,0,Inactive,749,7,20306.79,0.021563426,2.1563426,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7615,Spain,Male,37,36-45,169902.92,Positive Balance,1,1,Active,590,6,128256.18,0.059640545,5.9640545000000005,Low,7538.05,High Value,Monitor,Standard engagement
7616,France,Female,27,26-35,87262.4,Positive Balance,2,0,Inactive,610,4,182720.07,0.072029755,7.2029755,Low,5353.35,Medium Value,Monitor,Standard engagement
7617,France,Male,33,26-35,0.0,Zero Balance,2,1,Active,502,7,4082.52,0.0036988808,0.36988808,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7618,France,Female,40,36-45,0.0,Zero Balance,2,0,Inactive,578,7,102233.73,0.064032346,6.4032346,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7619,France,Female,32,26-35,0.0,Zero Balance,2,0,Inactive,547,2,132002.83,0.019418009,1.9418009,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7620,France,Female,27,26-35,0.0,Zero Balance,2,0,Inactive,579,9,126838.7,0.027623182,2.7623182,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7621,France,Male,39,36-45,0.0,Zero Balance,2,0,Inactive,661,5,181461.46,0.04602248,4.6022479999999995,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7622,France,Male,46,46-55,0.0,Zero Balance,2,0,Inactive,794,6,195325.74,0.026061557,2.6061557,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7623,France,Male,61,56-65,0.0,Zero Balance,2,1,Active,719,5,29132.43,0.026940007,2.6940006999999997,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7624,France,Female,69,66+,0.0,Zero Balance,2,1,Active,728,1,131804.86,0.053843245,5.3843245,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7625,Germany,Male,19,18-25,150348.37,Positive Balance,1,1,Active,598,3,173784.04,0.044285107,4.4285106999999995,Low,7093.549999999999,High Value,Monitor,Standard engagement
7626,Germany,Female,46,46-55,115074.02,Positive Balance,2,0,Inactive,822,3,26249.86,0.557896,55.78959999999999,High,6695.249999999998,High Value,Critical,Priority relationship outreach
7627,Spain,Female,40,36-45,0.0,Zero Balance,1,1,Active,670,3,182650.15,0.2683225,26.832250000000002,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
7628,France,Male,28,26-35,99986.98,Positive Balance,1,0,Inactive,850,8,196582.55,0.07497373,7.4973730000000005,Low,4403.45,Medium Value,Monitor,Standard engagement
7629,Germany,Female,68,66+,110357.0,Positive Balance,1,0,Inactive,723,3,141977.54,0.8961605,89.61605,Very High,4971.849999999999,Medium Value,High,Re-engagement campaign
7630,Germany,Male,42,36-45,166685.92,Positive Balance,2,1,Active,705,8,55313.51,0.035416503,3.5416503,Low,8935.25,High Value,Monitor,Standard engagement
7631,Spain,Male,40,36-45,95312.8,Positive Balance,1,1,Active,677,7,62944.75,0.08938386,8.938386,Low,4173.15,Medium Value,Monitor,Standard engagement
7632,France,Male,43,36-45,202443.47,Positive Balance,1,0,Inactive,736,4,72375.03,0.6567839,65.67839,Very High,7743.15,High Value,Critical,Priority relationship outreach
7633,Germany,Female,47,46-55,109493.62,Positive Balance,1,0,Inactive,661,0,188324.01,0.9166412,91.66412000000001,Very High,4924.95,Medium Value,High,Re-engagement campaign
7634,Germany,Male,38,36-45,88977.39,Positive Balance,2,1,Active,501,9,133403.07,0.0621053,6.21053,Low,5404.449999999999,Medium Value,Monitor,Standard engagement
7635,France,Female,29,26-35,104982.57,Positive Balance,1,0,Inactive,516,2,157378.5,0.13719754,13.719754,Low,4657.55,Medium Value,Monitor,Standard engagement
7636,Germany,Female,59,56-65,154110.99,Positive Balance,2,0,Inactive,517,8,101240.08,0.61526763,61.526762999999995,Very High,8668.55,High Value,Critical,Priority relationship outreach
7637,France,Male,32,26-35,185714.28,Positive Balance,1,1,Active,766,6,102502.5,0.20430313,20.430312999999998,Moderate,7689.950000000001,High Value,Medium,Proactive engagement
7638,Germany,Female,23,18-25,116022.53,Positive Balance,2,1,Active,520,3,37577.66,0.047933724,4.7933724,Low,6754.75,High Value,Monitor,Standard engagement
7639,France,Male,46,46-55,0.0,Zero Balance,2,1,Active,541,6,83456.67,0.027562324,2.7562324,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7640,Germany,Female,34,26-35,164011.48,Positive Balance,1,0,Inactive,790,2,199420.41,0.07182572,7.1825719999999995,Low,7434.45,High Value,Monitor,Standard engagement
7641,France,Male,31,26-35,0.0,Zero Balance,2,1,Active,797,9,24748.89,0.009203668,0.9203668,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7642,France,Male,40,36-45,101514.89,Positive Balance,1,1,Active,811,1,121765.0,0.04438287,4.438287,Low,4476.949999999999,Medium Value,Monitor,Standard engagement
7643,Spain,Female,32,26-35,0.0,Zero Balance,2,1,Active,722,4,113666.48,0.019426467,1.9426466999999998,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7644,France,Male,28,26-35,0.0,Zero Balance,1,0,Inactive,675,9,134110.93,0.10975869,10.975869000000001,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7645,Germany,Male,39,36-45,134599.33,Positive Balance,2,0,Inactive,660,9,183095.87,0.12761809,12.761809,Low,7861.449999999999,High Value,Monitor,Standard engagement
7646,Spain,Male,32,26-35,147511.26,Positive Balance,1,1,Active,566,10,159891.03,0.037960257,3.7960256999999995,Low,6993.45,High Value,Monitor,Standard engagement
7647,France,Male,25,18-25,78396.08,Positive Balance,1,1,Active,768,0,8316.19,0.027643252,2.7643252,Low,3663.5499999999993,Medium Value,Monitor,Standard engagement
7648,Spain,Female,31,26-35,0.0,Zero Balance,2,0,Inactive,610,5,63736.36,0.03251137,3.251137,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7649,France,Female,31,26-35,110581.29,Positive Balance,1,1,Active,715,3,94715.24,0.061644215,6.1644215,Low,4980.949999999999,Medium Value,Monitor,Standard engagement
7650,Germany,Male,42,36-45,151836.36,Positive Balance,2,0,Inactive,750,8,68695.38,0.0757573,7.57573,Low,8589.45,High Value,Monitor,Standard engagement
7651,Germany,Male,45,36-45,83624.55,Positive Balance,2,0,Inactive,431,5,36899.62,0.10865746,10.865746,Low,5260.95,Medium Value,Monitor,Standard engagement
7652,France,Male,24,18-25,148197.15,Positive Balance,2,0,Inactive,704,2,182775.08,0.093441896,9.3441896,Low,8471.15,High Value,Monitor,Standard engagement
7653,Spain,Female,30,26-35,122924.75,Positive Balance,1,0,Inactive,535,5,62390.59,0.2161831,21.618309999999997,Moderate,5718.749999999999,Medium Value,Monitor,Monitor and engage
7654,France,Female,38,36-45,72594.0,Positive Balance,1,1,Active,614,4,76042.48,0.14715251,14.715250999999999,Low,3555.05,Medium Value,Monitor,Standard engagement
7655,France,Male,38,36-45,115221.36,Positive Balance,1,1,Active,748,4,70956.75,0.08559357,8.559356999999999,Low,5255.35,Medium Value,Monitor,Standard engagement
7656,Germany,Male,51,46-55,117808.74,Positive Balance,2,1,Active,492,8,67311.12,0.3483224,34.83224,Moderate,6866.049999999998,High Value,Medium,Proactive engagement
7657,France,Male,40,36-45,147754.68,Positive Balance,1,1,Active,573,7,110454.46,0.111991554,11.199155399999999,Low,7000.449999999999,High Value,Monitor,Standard engagement
7658,Spain,Female,53,46-55,0.0,Zero Balance,3,0,Inactive,706,3,88479.02,0.9630558,96.30558,Very High,4208.549999999999,Medium Value,High,Re-engagement campaign
7659,France,Male,31,26-35,113292.17,Positive Balance,1,1,Active,680,10,122639.73,0.03283548,3.283548,Low,5140.549999999999,Medium Value,Monitor,Standard engagement
7660,Spain,Male,36,36-45,0.0,Zero Balance,2,0,Inactive,458,5,79723.78,0.013385688,1.3385688,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7661,Germany,Male,44,36-45,115163.38,Positive Balance,1,1,Active,612,2,97677.52,0.54938006,54.938005999999994,High,5251.85,Medium Value,High,Product engagement review
7662,Germany,Male,50,46-55,118098.62,Positive Balance,1,1,Active,809,10,100720.02,0.67214733,67.21473300000001,Very High,5428.949999999999,Medium Value,High,Product engagement review
7663,France,Male,39,36-45,0.0,Zero Balance,2,1,Active,590,9,104730.52,0.016443925,1.6443925000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7664,France,Male,35,26-35,0.0,Zero Balance,1,1,Active,602,8,22499.29,0.11359676,11.359676,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7665,Spain,Male,37,36-45,120825.7,Positive Balance,1,0,Inactive,540,0,28257.89,0.17206337,17.206336999999998,Low,5579.45,Medium Value,Monitor,Standard engagement
7666,France,Male,25,18-25,0.0,Zero Balance,2,1,Active,494,6,109988.09,0.0036279492,0.36279492,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7667,France,Male,29,26-35,0.0,Zero Balance,1,1,Active,797,1,149991.32,0.04319762,4.319762,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
7668,Germany,Male,61,56-65,133845.28,Positive Balance,2,1,Active,526,6,45180.8,0.18167467,18.167467000000002,Low,7822.25,High Value,Monitor,Standard engagement
7669,Spain,Male,38,36-45,0.0,Zero Balance,2,0,Inactive,631,7,181605.85,0.026829915,2.6829915,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7670,France,Female,29,26-35,108541.04,Positive Balance,1,1,Active,576,5,126469.09,0.050502658,5.0502658,Low,4868.95,Medium Value,Monitor,Standard engagement
7671,France,Male,39,36-45,0.0,Zero Balance,1,0,Inactive,405,10,160810.85,0.84924424,84.924424,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
7672,France,Male,30,26-35,0.0,Zero Balance,2,0,Inactive,555,1,88146.86,0.008063891,0.8063891,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7673,Spain,Female,37,36-45,113817.06,Positive Balance,1,0,Inactive,750,2,88333.74,0.12624228,12.624228,Low,5170.65,Medium Value,Monitor,Standard engagement
7674,France,Male,28,26-35,137300.23,Positive Balance,1,0,Inactive,665,8,90174.83,0.09064675,9.064675,Low,6530.749999999999,High Value,Monitor,Standard engagement
7675,Spain,Male,37,36-45,158024.38,Positive Balance,1,0,Inactive,640,5,81298.09,0.09097815,9.097814999999999,Low,7325.949999999999,High Value,Monitor,Standard engagement
7676,France,Female,33,26-35,127837.54,Positive Balance,1,1,Active,457,7,60013.17,0.040740643,4.0740643,Low,6028.149999999999,High Value,Monitor,Standard engagement
7677,France,Male,36,36-45,161533.0,Positive Balance,1,0,Inactive,695,4,100940.91,0.070844024,7.0844024,Low,7386.150000000001,High Value,Monitor,Standard engagement
7678,France,Male,31,26-35,161171.7,Positive Balance,2,0,Inactive,645,7,12599.94,0.044237625,4.4237625000000005,Low,8830.95,High Value,Monitor,Standard engagement
7679,Spain,Male,32,26-35,80958.36,Positive Balance,1,1,Active,647,9,128590.73,0.047999572,4.7999572,Low,3729.3499999999995,Medium Value,Monitor,Standard engagement
7680,Spain,Male,25,18-25,0.0,Zero Balance,2,1,Active,808,7,23180.37,0.0045558973,0.45558973,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7681,France,Male,33,26-35,146193.6,Positive Balance,2,1,Active,641,2,55796.83,0.034403734,3.4403734,Low,8394.85,High Value,Monitor,Standard engagement
7682,Spain,Male,29,26-35,0.0,Zero Balance,2,1,Active,700,8,152097.02,0.007922115,0.7922115000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7683,Germany,Male,26,26-35,115021.76,Positive Balance,1,1,Active,660,4,162443.05,0.14697306,14.697306,Low,5239.95,Medium Value,Monitor,Standard engagement
7684,Spain,Male,41,36-45,126773.43,Positive Balance,1,1,Active,615,1,55551.26,0.13840504,13.840504000000001,Low,5957.45,High Value,Monitor,Standard engagement
7685,Germany,Female,40,36-45,92889.91,Positive Balance,1,1,Active,705,3,109496.69,0.3490847,34.90847,Moderate,4090.5499999999997,Medium Value,Monitor,Monitor and engage
7686,France,Male,48,46-55,0.0,Zero Balance,2,1,Active,718,9,72105.63,0.045245174,4.5245174,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
7687,France,Male,61,56-65,146622.35,Positive Balance,1,1,Active,754,5,41815.22,0.19195001,19.195001,Low,6961.95,High Value,Monitor,Standard engagement
7688,Germany,Male,45,36-45,131038.14,Positive Balance,1,0,Inactive,713,4,74005.04,0.63865054,63.865054,Very High,6217.149999999999,High Value,Critical,Priority relationship outreach
7689,France,Female,46,46-55,88820.29,Positive Balance,1,0,Inactive,587,6,70224.34,0.46233106,46.233106,High,3947.75,Medium Value,High,Re-engagement campaign
7690,Spain,Male,31,26-35,115406.97,Positive Balance,1,0,Inactive,569,1,145528.22,0.063164376,6.3164375999999995,Low,5268.650000000001,Medium Value,Monitor,Standard engagement
7691,France,Female,38,36-45,132951.92,Positive Balance,1,1,Active,568,3,124486.28,0.09933958,9.933958,Low,6320.75,High Value,Monitor,Standard engagement
7692,Germany,Male,74,66+,108891.7,Positive Balance,1,0,Inactive,634,5,10078.02,0.4155242,41.55242,High,4889.95,Medium Value,High,Re-engagement campaign
7693,Germany,Female,46,46-55,141788.63,Positive Balance,2,0,Inactive,770,5,164967.21,0.44194964,44.194964,High,8206.55,High Value,Critical,Priority relationship outreach
7694,Spain,Female,64,56-65,116954.32,Positive Balance,1,1,Active,676,4,91149.48,0.097873464,9.787346399999999,Low,5359.65,Medium Value,Monitor,Standard engagement
